(-0.8, -0.83)
(-0.8, -0.83)
(-0.8, -0.83)
(-0.8, -0.8)
(-0.81, -0.78)
(-0.82, -0.75)
(-0.82, -0.73)
(-0.82, -0.71)
(-0.83, -0.68)
(-0.83, -0.64)
(-0.84, -0.61)
(-0.84, -0.58)
(-0.85, -0.55)
(-0.85, -0.51)
(-0.85, -0.48)
(-0.85, -0.44)
(-0.86, -0.41)
(0, 0)
(-0.41, -0.85)
(-0.44, -0.85)
(-0.47, -0.86)
(-0.51, -0.86)
(-0.54, -0.86)
(-0.57, -0.86)
(-0.6, -0.86)
(-0.63, -0.85)
(-0.65, -0.85)
(-0.68, -0.85)
(-0.71, -0.85)
(-0.73, -0.85)
(-0.76, -0.85)
(-0.78, -0.85)
(-0.79, -0.84)
(-0.8, -0.81)
(-0.8, -0.78)
(-0.81, -0.76)
(-0.82, -0.74)
(-0.82, -0.72)
(-0.82, -0.71)
(-0.83, -0.68)
(-0.83, -0.64)
(-0.84, -0.62)
(-0.84, -0.58)
(-0.85, -0.55)
(-0.85, -0.51)
(-0.85, -0.48)
(-0.85, -0.45)
(-0.85, -0.41)
(0, 0)
(-0.41, -0.85)
(-0.44, -0.85)
(-0.47, -0.86)
(-0.51, -0.86)
(-0.54, -0.86)
(-0.57, -0.86)
(-0.6, -0.86)
(-0.63, -0.85)
(-0.65, -0.85)
(-0.68, -0.85)
(-0.71, -0.85)
(-0.73, -0.85)
(-0.76, -0.85)
(-0.78, -0.85)
(-0.79, -0.84)
(-0.79, -0.82)
(-0.8, -0.79)
(-0.8, -0.76)
(-0.81, -0.74)
(-0.82, -0.72)
(-0.82, -0.71)
(-0.83, -0.68)
(-0.83, -0.64)
(-0.84, -0.61)
(-0.84, -0.58)
(-0.85, -0.55)
(-0.85, -0.52)
(-0.85, -0.48)
(-0.85, -0.45)
(-0.85, -0.41)
(0, 0)
(-0.41, -0.85)
(-0.44, -0.85)
(-0.47, -0.86)
(-0.51, -0.86)
(-0.54, -0.86)
(-0.57, -0.86)
(-0.6, -0.86)
(-0.63, -0.85)
(-0.65, -0.85)
(-0.68, -0.85)
(-0.7, -0.85)
(-0.73, -0.85)
(-0.76, -0.85)
(-0.78, -0.85)
(-0.79, -0.85)
(-0.8, -0.83)
(-0.8, -0.81)
(-0.81, -0.78)
(-0.81, -0.76)
(-0.82, -0.74)
(-0.82, -0.71)
(-0.82, -0.7)
(-0.83, -0.66)
(-0.83, -0.63)
(-0.84, -0.6)
(-0.84, -0.57)
(-0.85, -0.54)
(-0.85, -0.5)
(-0.85, -0.47)
(-0.85, -0.43)
(-0.85, -0.4)
(0, 0)
(-0.43, -0.85)
(-0.46, -0.85)
(-0.49, -0.86)
(-0.52, -0.86)
(-0.56, -0.86)
(-0.59, -0.86)
(-0.61, -0.85)
(-0.64, -0.85)
(-0.66, -0.85)
(-0.69, -0.85)
(-0.72, -0.85)
(-0.75, -0.85)
(-0.77, -0.85)
(-0.79, -0.85)
(-0.8, -0.84)
(-0.8, -0.82)
(-0.81, -0.79)
(-0.81, -0.76)
(-0.82, -0.74)
(-0.82, -0.71)
(-0.82, -0.69)
(-0.83, -0.66)
(-0.83, -0.63)
(-0.84, -0.6)
(-0.84, -0.56)
(-0.85, -0.53)
(-0.85, -0.49)
(-0.85, -0.46)
(-0.85, -0.43)
(-0.86, -0.4)
(0, 0)
(-0.43, -0.85)
(-0.46, -0.85)
(-0.49, -0.86)
(-0.53, -0.86)
(-0.55, -0.86)
(-0.59, -0.86)
(-0.61, -0.85)
(-0.64, -0.85)
(-0.66, -0.85)
(-0.69, -0.85)
(-0.72, -0.85)
(-0.75, -0.85)
(-0.77, -0.85)
(-0.78, -0.85)
(-0.79, -0.83)
(-0.8, -0.8)
(-0.8, -0.78)
(-0.81, -0.75)
(-0.82, -0.74)
(-0.82, -0.72)
(-0.83, -0.68)
(-0.83, -0.66)
(-0.84, -0.62)
(-0.84, -0.59)
(-0.85, -0.55)
(-0.85, -0.52)
(-0.85, -0.49)
(-0.85, -0.46)
(-0.86, -0.42)
(0, 0)
(-0.41, -0.85)
(-0.44, -0.85)
(-0.47, -0.85)
(-0.5, -0.86)
(-0.53, -0.86)
(-0.56, -0.86)
(-0.59, -0.86)
(-0.62, -0.85)
(-0.65, -0.85)
(-0.67, -0.85)
(-0.7, -0.85)
(-0.72, -0.85)
(-0.75, -0.85)
(-0.78, -0.85)
(-0.81, -0.84)
(-0.82, -0.82)
(-0.82, -0.8)
(-0.83, -0.76)
(-0.83, -0.74)
(-0.83, -0.71)
(-0.83, -0.68)
(-0.84, -0.64)
(-0.84, -0.61)
(-0.84, -0.57)
(-0.85, -0.54)
(-0.85, -0.51)
(-0.85, -0.48)
(-0.85, -0.44)
(-0.86, -0.41)
(0, 0)
(-0.42, -0.85)
(-0.45, -0.85)
(-0.48, -0.86)
(-0.52, -0.86)
(-0.55, -0.86)
(-0.58, -0.86)
(-0.61, -0.86)
(-0.63, -0.85)
(-0.66, -0.85)
(-0.69, -0.85)
(-0.71, -0.85)
(-0.74, -0.85)
(-0.76, -0.85)
(-0.78, -0.85)
(-0.79, -0.84)
(-0.79, -0.81)
(-0.79, -0.8)
(-0.8, -0.77)
(-0.81, -0.75)
(-0.82, -0.73)
(-0.83, -0.71)
(-0.83, -0.69)
(-0.83, -0.66)
(-0.84, -0.63)
(-0.84, -0.59)
(-0.85, -0.56)
(-0.85, -0.52)
(-0.85, -0.49)
(-0.85, -0.45)
(-0.86, -0.42)
(0, 0)
(-0.41, -0.85)
(-0.44, -0.85)
(-0.46, -0.85)
(-0.5, -0.86)
(-0.53, -0.86)
(-0.57, -0.86)
(-0.59, -0.86)
(-0.62, -0.85)
(-0.65, -0.85)
(-0.68, -0.85)
(-0.7, -0.85)
(-0.73, -0.85)
(-0.75, -0.85)
(-0.78, -0.85)
(-0.79, -0.84)
(-0.8, -0.84)
(-0.8, -0.81)
(-0.8, -0.78)
(-0.81, -0.76)
(-0.82, -0.74)
(-0.82, -0.71)
(-0.82, -0.68)
(-0.83, -0.65)
(-0.84, -0.62)
(-0.84, -0.58)
(-0.84, -0.55)
(-0.85, -0.51)
(-0.85, -0.48)
(-0.85, -0.45)
(-0.85, -0.42)
(0, 0)
(-0.41, -0.85)
(-0.44, -0.85)
(-0.47, -0.86)
(-0.51, -0.86)
(-0.54, -0.86)
(-0.57, -0.86)
(-0.6, -0.86)
(-0.63, -0.85)
(-0.65, -0.85)
(-0.68, -0.85)
(-0.7, -0.85)
(-0.73, -0.85)
(-0.76, -0.85)
(-0.78, -0.85)
(-0.8, -0.84)
(-0.81, -0.83)
(-0.82, -0.8)
(-0.82, -0.77)
(-0.82, -0.75)
(-0.82, -0.73)
(-0.83, -0.69)
(-0.83, -0.66)
(-0.84, -0.62)
(-0.84, -0.59)
(-0.84, -0.56)
(-0.85, -0.53)
(-0.85, -0.5)
(-0.85, -0.46)
(-0.85, -0.43)
(0, 0)
(-0.41, -0.85)
(-0.43, -0.85)
(-0.46, -0.85)
(-0.49, -0.86)
(-0.53, -0.86)
(-0.56, -0.86)
(-0.59, -0.86)
(-0.62, -0.85)
(-0.65, -0.85)
(-0.67, -0.85)
(-0.7, -0.85)
(-0.72, -0.85)
(-0.75, -0.85)
(-0.78, -0.85)
(-0.79, -0.85)
(-0.8, -0.84)
(-0.8, -0.82)
(-0.8, -0.78)
(-0.81, -0.77)
(-0.82, -0.76)
(-0.82, -0.73)
(-0.83, -0.71)
(-0.83, -0.68)
(-0.83, -0.65)
(-0.84, -0.62)
(-0.84, -0.59)
(-0.85, -0.55)
(-0.85, -0.52)
(-0.85, -0.48)
(-0.85, -0.45)
(-0.85, -0.42)
(0, 0)
(-0.41, -0.85)
(-0.44, -0.85)
(-0.47, -0.86)
(-0.51, -0.86)
(-0.54, -0.86)
(-0.57, -0.86)
(-0.6, -0.86)
(-0.63, -0.85)
(-0.65, -0.85)
(-0.67, -0.85)
(-0.71, -0.85)
(-0.73, -0.85)
(-0.76, -0.85)
(-0.78, -0.85)
(-0.79, -0.85)
(-0.8, -0.82)
(-0.8, -0.79)
(-0.81, -0.77)
(-0.82, -0.74)
(-0.82, -0.72)
(-0.83, -0.7)
(-0.83, -0.67)
(-0.83, -0.64)
(-0.84, -0.61)
(-0.84, -0.58)
(-0.85, -0.54)
(-0.85, -0.51)
(-0.85, -0.47)
(-0.85, -0.44)
(-0.86, -0.4)
(0, 0)
(-0.41, -0.85)
(-0.45, -0.85)
(-0.48, -0.86)
(-0.52, -0.86)
(-0.55, -0.86)
(-0.58, -0.86)
(-0.6, -0.86)
(-0.63, -0.85)
(-0.66, -0.85)
(-0.68, -0.85)
(-0.71, -0.85)
(-0.73, -0.85)
(-0.76, -0.85)
(-0.78, -0.85)
(-0.79, -0.84)
(-0.8, -0.83)
(-0.8, -0.8)
(-0.81, -0.77)
(-0.81, -0.74)
(-0.82, -0.73)
(-0.82, -0.71)
(-0.82, -0.67)
(-0.83, -0.65)
(-0.84, -0.61)
(-0.84, -0.58)
(-0.85, -0.55)
(-0.85, -0.52)
(-0.85, -0.48)
(-0.85, -0.45)
(-0.86, -0.41)
(0, 0)
(-0.41, -0.85)
(-0.44, -0.85)
(-0.47, -0.86)
(-0.51, -0.86)
(-0.54, -0.86)
(-0.57, -0.86)
(-0.6, -0.86)
(-0.62, -0.85)
(-0.65, -0.85)
(-0.67, -0.85)
(-0.71, -0.85)
(-0.73, -0.85)
(-0.76, -0.85)
(-0.78, -0.85)
(-0.79, -0.84)
(-0.79, -0.82)
(-0.79, -0.8)
(-0.8, -0.78)
(-0.8, -0.76)
(-0.82, -0.74)
(-0.82, -0.72)
(-0.83, -0.69)
(-0.83, -0.67)
(-0.83, -0.63)
(-0.84, -0.6)
(-0.84, -0.56)
(-0.85, -0.53)
(-0.85, -0.5)
(-0.85, -0.47)
(-0.85, -0.43)
(-0.86, -0.4)
(0, 0)
(-0.43, -0.85)
(-0.46, -0.85)
(-0.49, -0.86)
(-0.52, -0.86)
(-0.55, -0.86)
(-0.59, -0.86)
(-0.61, -0.86)
(-0.64, -0.85)
(-0.66, -0.85)
(-0.69, -0.85)
(-0.72, -0.85)
(-0.75, -0.85)
(-0.77, -0.85)
(-0.79, -0.84)
(-0.79, -0.83)
(-0.8, -0.8)
(-0.81, -0.77)
(-0.82, -0.75)
(-0.82, -0.73)
(-0.83, -0.7)
(-0.83, -0.67)
(-0.83, -0.65)
(-0.84, -0.61)
(-0.84, -0.58)
(-0.85, -0.54)
(-0.85, -0.51)
(-0.85, -0.47)
(-0.85, -0.44)
(-0.86, -0.41)
(0, 0)
(-0.41, -0.85)
(-0.44, -0.85)
(-0.48, -0.86)
(-0.51, -0.86)
(-0.55, -0.86)
(-0.57, -0.86)
(-0.6, -0.86)
(-0.63, -0.85)
(-0.66, -0.85)
(-0.68, -0.85)
(-0.71, -0.85)
(-0.74, -0.85)
(-0.77, -0.85)
(-0.78, -0.85)
(-0.8, -0.84)
(-0.81, -0.82)
(-0.81, -0.8)
(-0.81, -0.77)
(-0.82, -0.75)
(-0.82, -0.73)
(-0.83, -0.7)
(-0.83, -0.66)
(-0.83, -0.63)
(-0.84, -0.6)
(-0.84, -0.57)
(-0.85, -0.53)
(-0.85, -0.5)
(-0.85, -0.46)
(-0.85, -0.43)
(-0.86, -0.4)
(0, 0)
(-0.43, -0.85)
(-0.46, -0.85)
(-0.49, -0.86)
(-0.52, -0.86)
(-0.56, -0.86)
(-0.59, -0.86)
(-0.62, -0.86)
(-0.64, -0.85)
(-0.67, -0.85)
(-0.69, -0.85)
(-0.72, -0.85)
(-0.75, -0.85)
(-0.77, -0.85)
(-0.78, -0.85)
(-0.79, -0.84)
(-0.79, -0.82)
(-0.8, -0.79)
(-0.81, -0.76)
(-0.82, -0.75)
(-0.82, -0.71)
(-0.83, -0.7)
(-0.83, -0.66)
(-0.83, -0.63)
(-0.84, -0.59)
(-0.84, -0.57)
(-0.85, -0.53)
(-0.85, -0.5)
(-0.85, -0.47)
(-0.85, -0.43)
(-0.86, -0.4)
(0, 0)
(-0.43, -0.85)
(-0.46, -0.85)
(-0.49, -0.86)
(-0.52, -0.86)
(-0.56, -0.86)
(-0.59, -0.86)
(-0.62, -0.85)
(-0.64, -0.85)
(-0.67, -0.85)
(-0.69, -0.85)
(-0.72, -0.85)
(-0.75, -0.85)
(-0.77, -0.85)
(-0.78, -0.84)
(-0.8, -0.84)
(-0.8, -0.82)
(-0.8, -0.79)
(-0.81, -0.75)
(-0.82, -0.74)
(-0.82, -0.72)
(-0.82, -0.69)
(-0.83, -0.66)
(-0.83, -0.63)
(-0.84, -0.59)
(-0.84, -0.56)
(-0.85, -0.53)
(-0.85, -0.5)
(-0.85, -0.47)
(-0.85, -0.43)
(-0.86, -0.4)
(0, 0)
(-0.43, -0.85)
(-0.46, -0.85)
(-0.49, -0.86)
(-0.52, -0.86)
(-0.56, -0.86)
(-0.59, -0.86)
(-0.62, -0.85)
(-0.64, -0.85)
(-0.66, -0.85)
(-0.69, -0.85)
(-0.72, -0.85)
(-0.75, -0.85)
(-0.77, -0.85)
(-0.79, -0.85)
(-0.8, -0.84)
(-0.8, -0.82)
(-0.8, -0.79)
(-0.81, -0.76)
(-0.82, -0.75)
(-0.82, -0.71)
(-0.82, -0.7)
(-0.83, -0.66)
(-0.83, -0.63)
(-0.84, -0.6)
(-0.84, -0.56)
(-0.85, -0.53)
(-0.85, -0.5)
(-0.85, -0.47)
(-0.85, -0.43)
(-0.86, -0.4)
(0, 0)
(-0.43, -0.85)
(-0.46, -0.85)
(-0.5, -0.86)
(-0.53, -0.86)
(-0.56, -0.86)
(-0.59, -0.86)
(-0.61, -0.85)
(-0.64, -0.85)
(-0.66, -0.85)
(-0.69, -0.85)
(-0.72, -0.85)
(-0.75, -0.85)
(-0.77, -0.85)
(-0.79, -0.84)
(-0.8, -0.83)
(-0.81, -0.79)
(-0.81, -0.78)
(-0.82, -0.75)
(-0.82, -0.74)
(-0.82, -0.71)
(-0.82, -0.69)
(-0.83, -0.67)
(-0.83, -0.63)
(-0.84, -0.6)
(-0.84, -0.56)
(-0.85, -0.53)
(-0.85, -0.49)
(-0.85, -0.46)
(-0.85, -0.43)
(-0.86, -0.4)
(0, 0)
(-0.43, -0.85)
(-0.46, -0.85)
(-0.5, -0.86)
(-0.53, -0.86)
(-0.55, -0.86)
(-0.59, -0.86)
(-0.61, -0.86)
(-0.64, -0.85)
(-0.66, -0.85)
(-0.69, -0.85)
(-0.72, -0.85)
(-0.75, -0.85)
(-0.77, -0.85)
(-0.79, -0.85)
(-0.8, -0.84)
(-0.8, -0.82)
(-0.8, -0.79)
(-0.81, -0.76)
(-0.82, -0.74)
(-0.82, -0.72)
(-0.83, -0.7)
(-0.83, -0.67)
(-0.83, -0.63)
(-0.84, -0.6)
(-0.84, -0.57)
(-0.85, -0.54)
(-0.85, -0.5)
(-0.85, -0.47)
(-0.85, -0.43)
(-0.86, -0.4)
(0, 0)
(-0.42, -0.85)
(-0.45, -0.85)
(-0.48, -0.86)
(-0.52, -0.86)
(-0.55, -0.86)
(-0.58, -0.86)
(-0.6, -0.86)
(-0.63, -0.85)
(-0.66, -0.85)
(-0.69, -0.85)
(-0.71, -0.85)
(-0.74, -0.85)
(-0.77, -0.85)
(-0.78, -0.85)
(-0.79, -0.83)
(-0.79, -0.81)
(-0.8, -0.78)
(-0.81, -0.76)
(-0.82, -0.74)
(-0.82, -0.71)
(-0.82, -0.68)
(-0.83, -0.65)
(-0.84, -0.62)
(-0.84, -0.59)
(-0.84, -0.55)
(-0.85, -0.52)
(-0.85, -0.48)
(-0.85, -0.45)
(-0.85, -0.42)
(0, 0)
(-0.41, -0.85)
(-0.44, -0.85)
(-0.47, -0.86)
(-0.5, -0.86)
(-0.54, -0.86)
(-0.57, -0.86)
(-0.6, -0.86)
(-0.62, -0.85)
(-0.65, -0.85)
(-0.68, -0.85)
(-0.7, -0.85)
(-0.73, -0.85)
(-0.76, -0.85)
(-0.78, -0.85)
(-0.78, -0.84)
(-0.79, -0.82)
(-0.79, -0.81)
(-0.8, -0.79)
(-0.81, -0.77)
(-0.82, -0.74)
(-0.82, -0.73)
(-0.83, -0.7)
(-0.83, -0.67)
(-0.83, -0.63)
(-0.84, -0.6)
(-0.84, -0.56)
(-0.85, -0.53)
(-0.85, -0.5)
(-0.85, -0.47)
(-0.85, -0.44)
(-0.86, -0.4)
(0, 0)
(-0.42, -0.85)
(-0.46, -0.86)
(-0.49, -0.86)
(-0.52, -0.86)
(-0.55, -0.86)
(-0.59, -0.86)
(-0.61, -0.86)
(-0.64, -0.85)
(-0.66, -0.85)
(-0.69, -0.85)
(-0.72, -0.85)
(-0.75, -0.85)
(-0.77, -0.85)
(-0.78, -0.85)
(-0.79, -0.83)
(-0.79, -0.81)
(-0.79, -0.8)
(-0.8, -0.78)
(-0.81, -0.75)
(-0.82, -0.73)
(-0.82, -0.72)
(-0.82, -0.69)
(-0.83, -0.66)
(-0.83, -0.63)
(-0.84, -0.6)
(-0.84, -0.57)
(-0.85, -0.54)
(-0.85, -0.5)
(-0.85, -0.47)
(-0.86, -0.43)
(-0.86, -0.4)
(0, 0)
(-0.43, -0.85)
(-0.46, -0.85)
(-0.49, -0.86)
(-0.52, -0.86)
(-0.56, -0.86)
(-0.59, -0.86)
(-0.62, -0.85)
(-0.64, -0.85)
(-0.67, -0.85)
(-0.69, -0.85)
(-0.72, -0.85)
(-0.75, -0.85)
(-0.77, -0.85)
(-0.79, -0.84)
(-0.8, -0.84)
(-0.8, -0.82)
(-0.8, -0.79)
(-0.81, -0.76)
(-0.82, -0.74)
(-0.82, -0.72)
(-0.83, -0.7)
(-0.83, -0.66)
(-0.83, -0.63)
(-0.84, -0.6)
(-0.84, -0.57)
(-0.85, -0.54)
(-0.85, -0.5)
(-0.85, -0.47)
(-0.85, -0.43)
(-0.86, -0.4)
(0, 0)
(-0.43, -0.85)
(-0.46, -0.85)
(-0.49, -0.86)
(-0.52, -0.86)
(-0.56, -0.86)
(-0.59, -0.86)
(-0.62, -0.85)
(-0.64, -0.85)
(-0.66, -0.85)
(-0.69, -0.85)
(-0.72, -0.85)
(-0.75, -0.85)
(-0.77, -0.85)
(-0.78, -0.85)
(-0.79, -0.83)
(-0.79, -0.81)
(-0.79, -0.8)
(-0.8, -0.77)
(-0.8, -0.76)
(-0.82, -0.74)
(-0.82, -0.72)
(-0.82, -0.7)
(-0.83, -0.67)
(-0.83, -0.64)
(-0.84, -0.6)
(-0.84, -0.57)
(-0.85, -0.54)
(-0.85, -0.51)
(-0.85, -0.47)
(-0.85, -0.44)
(-0.86, -0.4)
(0, 0)
(-0.42, -0.85)
(-0.46, -0.85)
(-0.49, -0.86)
(-0.53, -0.86)
(-0.55, -0.86)
(-0.58, -0.86)
(-0.61, -0.85)
(-0.63, -0.85)
(-0.66, -0.85)
(-0.69, -0.85)
(-0.72, -0.85)
(-0.74, -0.85)
(-0.77, -0.85)
(-0.79, -0.85)
(-0.79, -0.84)
(-0.8, -0.81)
(-0.81, -0.78)
(-0.82, -0.75)
(-0.82, -0.74)
(-0.83, -0.72)
(-0.83, -0.69)
(-0.83, -0.65)
(-0.84, -0.62)
(-0.84, -0.58)
(-0.85, -0.55)
(-0.85, -0.52)
(-0.85, -0.49)
(-0.85, -0.45)
(-0.86, -0.42)
(0, 0)
(-0.41, -0.85)
(-0.44, -0.85)
(-0.47, -0.86)
(-0.5, -0.86)
(-0.53, -0.86)
(-0.57, -0.86)
(-0.59, -0.86)
(-0.62, -0.85)
(-0.65, -0.85)
(-0.67, -0.85)
(-0.7, -0.85)
(-0.73, -0.85)
(-0.75, -0.85)
(-0.78, -0.85)
(-0.78, -0.85)
(-0.79, -0.82)
(-0.8, -0.8)
(-0.8, -0.77)
(-0.81, -0.75)
(-0.82, -0.73)
(-0.83, -0.71)
(-0.83, -0.68)
(-0.83, -0.64)
(-0.84, -0.61)
(-0.84, -0.57)
(-0.85, -0.55)
(-0.85, -0.51)
(-0.85, -0.48)
(-0.85, -0.44)
(-0.86, -0.41)
(0, 0)
(-0.41, -0.85)
(-0.44, -0.85)
(-0.47, -0.86)
(-0.51, -0.86)
(-0.54, -0.86)
(-0.57, -0.86)
(-0.6, -0.86)
(-0.63, -0.85)
(-0.65, -0.85)
(-0.68, -0.85)
(-0.71, -0.85)
(-0.73, -0.85)
(-0.76, -0.85)
(-0.78, -0.85)
(-0.79, -0.85)
(-0.8, -0.83)
(-0.8, -0.83)
(-0.8, -0.83)
(-0.8, -0.83)
(-0.8, -0.83)
(-0.8, -0.82)
(-0.8, -0.79)
(-0.81, -0.76)
(-0.82, -0.75)
(-0.82, -0.73)
(-0.82, -0.71)
(-0.83, -0.69)
(-0.83, -0.66)
(-0.84, -0.62)
(-0.84, -0.59)
(-0.84, -0.56)
(-0.85, -0.52)
(-0.85, -0.49)
(-0.85, -0.46)
(-0.85, -0.43)
(0, 0)
(-0.41, -0.85)
(-0.43, -0.85)
(-0.46, -0.85)
(-0.49, -0.86)
(-0.53, -0.86)
(-0.56, -0.86)
(-0.59, -0.86)
(-0.62, -0.86)
(-0.64, -0.85)
(-0.67, -0.85)
(-0.69, -0.85)
(-0.72, -0.85)
(-0.75, -0.85)
(-0.78, -0.85)
(-0.79, -0.85)
(-0.79, -0.84)
(-0.8, -0.81)
(-0.82, -0.77)
(-0.82, -0.75)
(-0.82, -0.74)
(-0.82, -0.71)
(-0.83, -0.69)
(-0.83, -0.66)
(-0.83, -0.63)
(-0.84, -0.6)
(-0.84, -0.57)
(-0.85, -0.53)
(-0.85, -0.5)
(-0.85, -0.46)
(-0.85, -0.43)
(0, 0)
(-0.41, -0.85)
(-0.43, -0.85)
(-0.46, -0.85)
(-0.49, -0.86)
(-0.53, -0.86)
(-0.56, -0.86)
(-0.59, -0.86)
(-0.62, -0.86)
(-0.64, -0.85)
(-0.67, -0.85)
(-0.69, -0.85)
(-0.72, -0.85)
(-0.75, -0.85)
(-0.78, -0.85)
(-0.79, -0.85)
(-0.8, -0.84)
(-0.8, -0.82)
(-0.8, -0.78)
(-0.81, -0.76)
(-0.82, -0.74)
(-0.82, -0.72)
(-0.82, -0.7)
(-0.83, -0.67)
(-0.83, -0.65)
(-0.84, -0.61)
(-0.84, -0.58)
(-0.85, -0.54)
(-0.85, -0.51)
(-0.85, -0.48)
(-0.85, -0.45)
(-0.86, -0.41)
(0, 0)
(-0.41, -0.85)
(-0.45, -0.85)
(-0.48, -0.86)
(-0.51, -0.86)
(-0.55, -0.86)
(-0.57, -0.86)
(-0.6, -0.86)
(-0.63, -0.85)
(-0.66, -0.85)
(-0.68, -0.85)
(-0.71, -0.85)
(-0.73, -0.85)
(-0.76, -0.85)
(-0.78, -0.85)
(-0.79, -0.84)
(-0.79, -0.82)
(-0.8, -0.78)
(-0.81, -0.76)
(-0.81, -0.75)
(-0.82, -0.73)
(-0.83, -0.71)
(-0.83, -0.68)
(-0.83, -0.65)
(-0.84, -0.61)
(-0.84, -0.58)
(-0.85, -0.54)
